id,texto,aspect,polarity,start_position,end_position,aspecto_llm,polaridade_llm
2975,"Hotel novo, boa localização, atendimento ágil e cortês. Há 5 minutos do Shopping Total.Ponto negativo: o room-service estava fechado. Fomos atendidos pela nutricionista que foi bem atenciosa e rápida.Recomendamos.",atendimento,1,29,40,novo,1
2976,"Gostei muito do hotel, o apartamento tem um tamanho bom, nao tem frigo bar mas tem maquinas de bebibas e salgadinhos em todos os andares. Foi todo reformado e o tanque com tubaroes, conjugado a piscina, e um atrativo a mais. Gostei de jogar poker no seu cassino, onde nao tinha aqueles turistas doidos, ^baralhoes^... So tinha jogadores americanos, nenhum profissional, mas que tem noçao do jogo. Foi otimo! Quer jogar um bom poker: Va no Golden Nugget!",hotel,1,16,21,hotel,1
2977,"Localizado na mais tradicional rua de Porto Alegre, o Hotel Açores encontra-se estrategicamente dentro do centro financeiro, turístico, comercial e cultural de Porto Alegre.Está a poucos quarteirões da Estação Rodoviária, Hospital Santa Casa, Usina do Gasômetro, Universidades, Praça da Alfandega, Shopping Rua da Praia, Parque Farroupilha, Palácio Piratini, Tribunal de Contas, Museu do MARGS, Teatro da OSPA e outros pontos de interesse. Os apartamentos amplos e confortáveis são equipados com ar-condicionado, frigobar, telefone, cama box spring, mesa de trabalho, wi-fi grátis, recepção 24 horas e estacionamento. O hotel serve um grande buffet de café-da-manhã com variedade de produtos, incluindo frutas da época, frios e iogurtes.",museu,0,379,384,rua de Porto Alegre,1
2978,"Amei minha estaida neste Hilton! O unico ponto negativo é o preço alto, mesmo com promoções fica um pouco apertado para o orçamento. Além disso, quase nada é incluído na diária, nao internet wi-fi cortesia, nem café da manha, nem estacionamento. tudo pago á parte.  Mas o hotel é lindo, limpo, os quartos sao grandes, as camas confortaveis. A localização é perfeita, a uma quadra da times square.",hotel,1,272,277,estadia,1
2979,"Hotel simples e bem localizado. No primeiro dia, chegamos muito cedo do Porto ao hotel e tentamos dormir, contudo, havia uma obra que atrapalhava nosso sono. Solicitamos mudança de quarto e fomos prontamente atendidos pelo pessoal da recepção. O hotel fica muito próximo a duas estações da linha 6 do metro de Paris, sendo uma com três linhas, o que facilita muito a locomoção pela cidade. A internet sem fio do hotel deixou a desejar, pois o sinal caía com frequencia.",hotel,1,0,5,Hotel,1
2980,"Fiquei no 3º andar, o quarto era velho, o banheiro tinha azulejo azul de casa de vó, e o box não fechava além de ser de acrílico.Chuveiro não esquenta direito.Quarto com mofo nos tetos e nas paredes e a janela do quarto dava pro depósito de lixo do hotel. Nojento.Não tinha tomada para carregar celular, apenas a tomada da tv e uma tomada no banheiro.Pelo menos as camas tinham lençóis e toalhas limpas. O hall de entrada do prédio é agradável e do lado do elevador tem um poster com fotos de quartos que eu duvido que seja de lá pelo que eu vi no meu. Não aconselho.",elevador,0,457,465,quarto,-1
2981,"Excelente hotel, um dos mais bonitos de Las Vegas. Melhor localização da Strip. Quartos standards muito amplos, limpos e luxuosos.  Preços incríveis para um hotel de 5 estrelas!  Minhas únicas queixas se referem as diárias não incluírem café da manhã, a internet custa caro e o Staff não é dos mais atenciosos.  Recomendo a estadia !",café da manhã,-1,237,250,hotel,1
2982,"Boa localização.Quarto bom, reformado.banheiro antigo, mal conservado, ruim.Café da manhã okAtendimento sem reclamações, exceto de um dia que não foi reposto água no frigobar porque eles não tinham em estoque.Custo beneficio: vale a pena",café da manhã,1,76,89,localização,1
2983,"O Mayfair Paris Hotel é um ótimo hotel. A localização é ótima, ao lado da Rue de Rivoli, com fácil acesso ao metro ou taxis. A uma quadra do hotel, está a Rue du Faubourg Saint-Honore, uma das ruas mais chiques de Paris.   O hotel é pequeno, mas muito bem conservado. Nosso quarto era de um tamanho considerável, com espaço para 3 malas abertas. A cama excelente e o banheiro ótimo também, muito amplo e limpo.  Todos funcionários muito cordiais e simpáticos.  Enfim, recomendo este hotel.",localização,1,42,53,localização,1
2984,"Ficamos por duas vezes neste hotel, no início da viagem e no término, quando retornamos do tour pela Europa. O hotel é muito limpo, os quartos são confortáveis, o café da manhã é bem servido e o principal: os funcionários são todos muito simpáticos e atenciosos. A internet é free e nossas malas ficaram guardadas sem custo adicional.  Ótima localização !!",quarto,1,135,141,limpo,1
2985,"Adorei este Hotel um atendimento excelente principlamente porque falam quase todo português, as recepcionistas ajudaram-nos para nos guiar na confusão que são as linhas de metro, e indicaram-nos todos os lugares que vale a pena ver. De certeza que na minha proxima viagem a paris escolherei de novo este tao calmo e simpatico hotel proximo de tudo e tao simpaticos.  Fui para trabalhar mas acabo por voltar com vontade de passar férias nesta cidade.",hotel,1,12,17,Hotel,1
2986,Limpeza ruim e tardia (os quartos não eram limpos antes as 15:00) e alimentação muito cara. Funcionários muito resistentes a falar em inglês. Banheiro muito pequeno. E a cama de casal era na verdade duas camas de solteiro unidas com dois edredons separados também. Fugiu totalmente do padrão Ibis de outros países em que já estive hospedado.,funcionários,-1,92,104,Limpeza,-1
2987,"Passei alguns dias no The Jewel  e indico para qualquer pessoa esse hotel. Localização ótima, serviço impecável. Sempre que chegávamos da rua o quarto estava com um cheirinho de limpeza super agradável. Funcionários extremamentes simpáticos e dispostos a ajudar. Quarto de bom tamanho e chuveiro sem ser estilo americano ( sem aquelas banheiras). De longe o melhor hotel que já fiquei.",localização,1,75,86,localização,1
2988,"Reservas iguais resultam em quartos com camas de solteiros ou de casal, vai na sorte... Cama cheia de asas de cupins, dificuldade na recepção de confirmar uma reserva feita há meses (e confirmada por telefone uma semana antes), confusão nos valores combinados... Muita desorganização, infelizmente. Procurarei outro lugar quando voltar na cidade.",cidade,0,339,345,quartos,-1
2989,"Se hospedar nesse hotel é como fazer parte de um filme! O quarto é ótimo, limpo, serviço de quarto bom! Ñ tem cafe da manha incluso, mas no saguão ha starbucks e mcdonald para o café! Pelo preço da diaria achamos que seria um hotel antigo, mas ele está muitissimo conservado! Vale muito a pena ficar nesse hotel que faz parte do skyline dessa cidade linda!",hotel,1,18,23,quarto,1
2990,"Estive no hotel em maio de 2012. O quarto, apesar de pequeno, era limpo e confortável, com ressalva apenas para o chuveiro, pois era impossível regular o aquecimento da água. Bom atendimento. Permitiram, inclusive, que eu fizesse check in antes do horário, sem custo adicional. Informações úteis na recepção. Boa localização, próximo a Macys e ao Empire State Buiding e a 15 minutos de caminhada da Times Square. Recomendo.",localização,1,313,324,quarto,1
2991,"Perto do Metro, ônibus, restaurantes, cafés e supermercados. Excelente localização, fácil locomoção. Excelentes recepcionistas, bem informados e prestativos. Hotel econômico e agradável. Recomendo a todos que não queiram gastar muito e serem bem atendidos.  Room Tip: Prefira os apartamentos de fundos.",hotel,1,158,163,Metro,1
2992,"Excelente localização, ao lado do metro Notre Dame de Lorette, a alguns quarteirões do Ópera, a 300 metros de um carrefour cidade e para quem gosta de restaurantes japoneses e vietnamistas, há vários ao redor.O Hotel é limpo, confortável e ótimo para casais.  Tem elevador, porém é minúsculo, cabendo no máximo, duas pessoas sem malas.  Room Tip: Prefira os quartos do primeiro andar, assim não precisarão usar o elevador.",quarto,1,358,364,localização,1
2993,Este hotel fica na Rua 32 entre a Quinta Avenida e a Sexta Aveinda ( Av. Das Américas). A pé chega-se facilmente a muitos lugares de interesse. E tem metro a poucos metros. Quartos e banheiros limpos e com staff bem atensioso. Ao lado tem um restaurante que pertence ao hotel e é bem aconchegante.Vale a pena pelo menos um jantar nesse local.,jantar,0,323,329,Rua 32,-1
2994,"Ótimo hotel, simplesmente maravilhoso! quarto limpo e organizado, serviço excelente. Tivemos um problema na chegada, o banheiro estava entupido, informamos a recepção do hotel que logo enviou um senhor multi uso, com um carrinho e radio comunicador....super equipado, em segundos resolveu nosso problema. Estacionamento com valet cortesia. Por não ter casino, o hotel se torna mais privativo e tranquilo.",recepção,1,158,166,hotel,1
2995,"O hotel esta em uma excelente zona de New York, a duas quadras do Central Park, e próximo as melhores lojas e restaurantes da cidade, mas as suites, o restaurante e a recepção precisam passar por uma remodelação para manter sua categoria, quanto aos funcionários do hotel são muito prestativos e atenciosos. O restaurante deixa muito a desejar no cardápio e no atendimento. O café da manhã é paupérrimo, com poucas opções. Não recomendo pois o custo beneficio não compensa.",funcionários,1,250,262,zona,1
2996,"Queijos e vinhos todas as noites no lobby dão um belo início de noite antes de sair para jantar! Hotel mistura rústicio e moderno, quarto super confortável, limpo, ótima cama e de tamanho muitp bom! Café da manhã básico mas gostoso, staff atencioso! Terraço agradável e duas quadras do metrô! Recomendo!",hotel,1,97,102,queijos,1
2997,"Eu, meu marido e um casal de amigos estivemos nesse hotel em maio/2011. Gostamos de tudo, sem dúvida é um hotel charmoso! A localização deixa um pouco a desejar, mas também não é das piores...isso não nos atrapalhou em nada! Mas deixei meu anel em cima da pia do banheiro e adivinhem...sumiu, claro!! Falei com a recepcionista, mas não houve solução. Então cuidado com objetos pessoais a solta, viu, gente!!!",pia,0,256,259,hotel charmoso,1
2998,"fico no Hotel sempre que vou a cidade e os funcionarios do hotel são prestativos, ajudam sempre que prescisam, principalmente a cristina que fala o portugues e da otimas dicas sobre Paris.o café da manhã delicioso, sempre com pães fresquinhos. a localização é otima, fica perto de metro, feirinhas, restaurantes.",cidade,0,31,37,funcionarios,1
2999,"Ficamos hospedados por 8 dias no Hotel - A equipe da recepçao tem 2 portuguesas muito simpáticas ,muito atenciosas - Ideal para Brasileiros e Portugueses claro.  O Hotel fica muito bem localiszado, a 200 m do arco do triunfo - com inúmeras opções de restaurantes. Os quartos são amplos com facilidades de cafe e mini bar. O banheiro tambem e muito bom. Existem 2 estações de metro muito proximas, lavanderia self service e internet, Padaria e mercadinhos...",hotel,1,33,38,equipe da recepção,1
3000,"Hotel simples com duas torres. A torre nova é melhor, pois os quartos são novos, enquanto a torre antiga deixa um pouco a desejar. O serviço e o cassino são ótimos. A localização é perfeita, quem está de carro pode sair por trás do hotel e sempre usar essa avenida que nunca tem trânsito pra ir pra onde quiser.",localização,1,167,178,hotel,-1
3001,"O hotel Açores é antigo, mas tem uma ótima relação custo benefício, estando bem no centro de Porto Alegre! Fica próximo à um dos principais pontos turísticos de Porto Alegre, a Casa de Cultura Mário Quintana, lugar muito interessante de se visitar, principalmente o restaurante no andar mais elevado, fica próximo ao shopping Rua da Praia, que não é shopping grande, mas cumpre a finalidade para caixas automáticos, Macdonalds e restaurantes!Café da manhã muito bem variado, com frios e ovos mexidos por exemplo... Bem Central, dá acesso ao coração da Capital Gaúcha, ao Mercado Municipal também, outro importante ponto turístico.",praia,0,333,338,antigo,-1
3002,"Ficamos de 12 a 20 de janeiro/2013 e foi ótima escolha...super silencioso, tranquilo, localização perfeita, cama extremamente confortável, ducha deliciosa (sem ter que tomar banho dentro de banheira, coisa que detesto..rs), limpeza impecável e recepcionistas atenciosas. Só não recomendo optar pelo café da manhã incluso pois todos os dias é servida a mesmíssima coisa.  Room Tip: Prefira as suítes deluxe pois a cama é queen.",cama,1,108,112,ótima escolha,1
3003,"Se voce reservar antecipadamente e para uma estadia de 3 dias o preço é de 65 euros. O tamanho do quarto é muito bom, Montmartre é muito legal, embora dificilmente ficará muito tempo no bairro, dezenas de restaurantes em volta e proximo ao metro. Funcionarios simpaticos....mas lembre é um Ibis, considerado 2 estrlas, no entanto voce terá uma excelente estadia.",quarto,1,98,104,preço,1
3004,"O hotel é bom, limpo, bem localizado, mas faltam algumas coisas. Não tem frigobar no quarto, nem microondas. A internet é por cabo (o que não conecta celular nem IPAD). Os quartos são limpos, a cama é boa, quarto com bom espaço, o banheiro podia ter uma manutenção melhor,o chuveiro ficava um bom tempo pingando e as toalhas eram velhas e tinham cheiro estranho. No geral bom hotel, ficaria perfeito se melhorassem esses pontos!",hotel,1,2,7,bom,1
3005,"Quando reservei este hotel, eu sabia que era simples, mas era próximo de um compromisso profissional. Todavia, ao me hospedar, fiquei surpreso com o total descuido com a manutenção.Trata-se de uma construção antiga, mas sem qualquer revitalização ou mesmo preservação dos espaços. Os corredores são horríveis, verdadeiramente fúnebres, sendo mal iluminados, com carpetes sujos e manchados, além de falta pintura nas paredes. Os banheiros precisam, com urgência, de reforma. Enfim, não indico para ninguém.",carpete,-1,362,369,simplicidade,1
3006,"Fiquei com minha família durante 1 semana neste hotel. A localização é muito boa próximo a lojas e atrações como o Empire State, em uma rua movimentadíssima de restaurantes coreanos, o que, às vezes, atrapalha, mas é bom pois mesmo a noite nunca está deserta. O hotel é bom com acomodações limpas e organizadas. O café da manhã é apenas razoável, mas presta-se para um início de dia.",rua,0,136,139,localização,1
3007,"EU fiquei uma semana neste hotel, é maravilhoso, confortável e tem ótima localização, quem estiver disponivel para caminhar, vai a pé para o louvre, moulan rouge, hotel de ville, catedral de notre dame,. Quem não quizer andar tem o metro na esquina.  O antendimento é ótimo e o café da manhã tbm.   Recomendo a todos!!  Room Tip: os andares mais altos, não dá para escutar o barulho da rua.",hotel,1,27,32,maravilhoso,1
3008,"Chegamos no hotel e a recepcionista nos recebeu pelo nome sem antes perguntar, o atendimento até parece que você não está em Paris onde na maioria dos lugares você é muito mal atendido! O hotel é perfeito para casais, muito estiloso, charmoso e super bem posicionado na cidade!! Fomos com nossa filha de 5 meses e por estarmos com uma criança, o hotel nos colocou num quarto superior ao que havíamos reservado.. SEM CUSTOS EXTRAS.. apenas para que ficássemos mais confortáveis!! PERFEITO!!",atendimento,1,81,92,recepcionista,1
3009,"Tentei achar um hotel para passar a noite para embarcar pela manhã só consegui esse hotel, como todos sabem em cima da hora o valor é fora da realidade, paguei valor como se fosse um hotel no minimo 3 estrelas, mais esse hotel parece hotel de beira de estrada ou em frente de rodoviária. O quarto de bom tamanho, mais muito antigo, faltava uma reforma, mais o mais importante o café da manhã com bolos e pães amanhecidos, leite aguado, não recomendo.",hotel,-1,16,21,preço,-1
3010,"O melhor desse hotel foi a excelente vista do nosso quarto pra Torre Eiffel. Os quartos são funcionais e limpos. O café da manhã não é bom, tem poucas opções, ficamos cinco dias no terceiro não conseguiamos mais comer as mesmas coisas. A localização é boa por ser próximo de duas estações.  Room Tip: Solicitar vista pra Torre Eiffel.",hotel,1,15,20,vista,1
3011,"Pertinho do metro, com um breakfast impecável, com produtos de qualidade e saborosos. O quarto terrivelmente pequeno e desajeitado, difícil para se tomar banho devido ao tamanho. Ótima recepção. O custo-benefício compensou, dentro dos padrões da hotelaria parisiense. Recomendo!  Room Tip: Atente-se para a metragem do ap, procure um com tamanho razoável.",quarto,-1,88,94,metro,1
3012,"O único inconveniente é em relação ao check in só a partir das 16h,voce chega acabado da viagem e tem que esperar ate o horario. Mas bem localizado,próximo aos principais pontos turisticos. A cama e o quarto com um bom espaço.Limpeza e organização otimos. E fui muito bem atendida na recepção.]  recomendo!",cama,1,192,196,check in,-1
3013,"Resolvemos escolher nesta segunda estadia,pois estava numa ótima promoção em agosto,no bairro que conhecíamos. Está muito perto Bd St Germain e também perto de Sena. O hotel é pequeno,mas charmoso e o atendimento foi excelente,principalmente Patrícia.Normalmente gostamos de hospedar em lugares diferentes,mas neste voltaríamos novamente.",atendimento,1,201,212,promoção,1
3014,"Queijos e vinhos todas as noites no lobby dão um belo início de noite antes de sair para jantar! Hotel mistura rústicio e moderno, quarto super confortável, limpo, ótima cama e de tamanho muitp bom! Café da manhã básico mas gostoso, staff atencioso! Terraço agradável e duas quadras do metrô! Recomendo!",café da manhã,1,199,212,queijos,1
3015,"nossa experiência foi ótima. O hotel é novo e tem bons quartos com aquecimento, bom café da manhã, internet liberada. Apesar de ser um hotel para muitos hóspedes os atendentes são bem prestativos e sempre tinha alguém na recepção que falava nossa língua. A localização permite que se passeie à pé ou de ônibus, fica perto das estações de metrô.  Da janela do nosso quarto podíamos ver as luzes da Torre Eiffel acendendo à noite.  Room Tip: aqueles que dão vista para o lado da Torre Eiffel",internet,1,99,107,experiência,1
3016,"Mto perto da estação de metro, oq melhora mto o conceito do hotel. Tentaram me cobrar o valor do Cafe da manha de 4 dias sendo que só tomei um e quando reclamei o atente foi grosso e atendeu mau até o fechamento na forma correta, como se eu estivesse errado...A falta de frigobar nos Ibis é uma falta grave.",hotel,1,60,65,perto da estação de metro,1
3017,"O Hotel é muito bom, com uma localização muito boa para quem quer estar perto do sul de Nova Iorque, entre Little Italy e Chinatown. Tem ótimo transporte (metrô) perto do hotel e comercio barato, mas de qualidade duvidosa.Restaurantes simples, bons e bonitos. A certa distancia encontra o viajante outro tipo de comercio melhor e bem interessante.As instalações do hotel são muito boas, satisfazendo o viajante simples, sem necessidade de luxo.O atendimento bom dos funcionários. Recomendo.  Ronaldo",luxo,0,439,443,Hotel,1
3018,O Aviatic é um hotel charmoso e muito funcional para quem Deseja conforto e agilidade. Fica a 100 metros do Metro da Montparnase. Os brasileiros vão se sentir em casa pelo fato de alguns atendentes falarem português. O portugês Paulo é fantástico e sempre ajuda.  Já em duas oportunidades não fique hospedado Aviatic e recomendo.,conforto,1,65,73,charmoso,1
3019,"Toda a parte de serviço muito bom.   Quartos impecaveis, mesmo tendo muitos fumantes no hotel, nao se sentia cheiro de fumaça nos quartos.  Quartos muito confortaveis,.  Bastante entretenimento no hotel cassino.  Atendeu minhas expectativas.  Room Tip: as suites das extremidades sao mais expaçosas e mais bem iluminadas.",cassino,0,203,210,serviço,1
3020,"O hotel Paris está muito bem localizado , ao lado do PH e de frente ao Belagio. Não cobram taxa de resort. O HOTEL é simplesmente incrível e os quartos são confortáveis. Podem ir sem medo ! O único ponto negativo que achei foi pagar $ 6,00 em uma garrafinha de água de 350 ml. Mas fazer o que você está em Las Vegas.",quarto,1,144,150,localização,1
3021,"Possui ótima localização, quase em frente a uma das principais estações de metrô, a Bastille. O quarto casal é bem pequeno, mas confortável. O ponto negativo é o banheiro que não possui divisão entre a privada e o chuveiro e também não existe suporte para a mangueira do chuveiro. É preciso segurar com uma mãe e tomar banho com a outra.",localização,1,13,24,localização,1
3022,"Fiquei num quarto quádruplo, somente para dormir e no outro dia pela manhã ir para o Aeroporto. As instalações do quarto eram um pouco antigas, a roupa de cama (edredon) tinha aspecto de suja. O chuveiro era bastante velho, demorou para conseguir achar o ponto em que ele esquentasse. Quanto ao café da manhã, não deu para usufruir pois começava a ser servido somente às 7h e precisamos sair 6h.",chuveiro,-1,195,203,quarto quádruplo,-1
3023,"Mas para que tem alergia, rinite alérgica e bom nem tentar. Todos os locais tem carpete e forte cheiro de cigarro é horrivel, para chegar no apartamentos tem que passar por dentro do cassino que não para, funciona 24 horas com pessoal fumando. Minhas roupas, malas, meias, chegaram no Brasil cheirando cigarro. Espera mais dos apartamento ar-condicionado barulhento com filtros que não são limpos à muito tempo....Aparência externa impressiona mas na próxima vez vou procurar outro hotel...",carpete,-1,80,87,alergia,-1
3024,"Achei ótimo! Depois de andar o dia inteiro conhecendo a cidade, poder tomar um banho quentinho e descansar a noite numa cama confortável! O quarto é pequeno mas nada que atrapalhe! Atrás do armário da tv tem alguns cabides para guardar algumas roupas. Os pessoal da recepção sempre muito simpático. Me hospedaria novamente nesse hotel.",recepção,1,266,274,ótimo,1
3025,"O hotel tem uma localização inspiradora, acordar e ver por sua janela a wall street é uma sensação incrível, têm varias estações de metro nas proximidades e podemos chegar aonde quisermos. Um passeio pelos arredores é muito legal, fomos andando para pegar a balsa para a estatua da liberdade. O atendimento é muito prestativo, porém os recepcionistas poderiam ter mais paciência com quem tem o inglês devagar. Aconselho a todos visitarem esse hotel em NYC....",localização,1,16,27,localização,1
3026,"Próximo de tudo, tem tambem um metro na esquina, chegamos cedo, antes do horario de check-in, mas deixamos as malas e qdo voltamos , ainda antes do horario, nosso quarto ja estava pronto, quarto com um bom tamanho, limpo e funcionários muito atenciosos, cafe da manha simples mas bom,excelente custo/benefício. Com certeza ficarei la novamente.",funcionários,1,223,235,próximo,1
3027,"Para o preço o serviço é EXELENTE. Finalmente um conceito de Hotel barato com a qualidade de um Hotel de Luxo.  Fica perto dos transportes, comboio, bus e metro e a 5 minutos do Centro Paris.  Depois pertence ao prestigiado Grupo ACCOR.  Room Tip: Ficar no último piso é muito bom e calmo para descnsar",hotel,1,61,66,preço,1
3028,"O hotel é simples, mas a localização é perfeita, em pleno Quartier Latin, pertinho da Sorbonne e do Panteão. O atendimento dos funcionários também nos agradou muito. Sobre os quartos do hotel não poderei opinar, já que, chegando lá, nos foi oferecida a opção de ficar em um apto em frente ao hotel, o que ótimos. Economizamos muito com alimentação, pois perto do hotel tem um supermercado ótimo: o Monoprix.",quarto,0,175,181,hotel,-1
3029,"A cidade é um sonho, tem de tudo a toda hora. Excelente hotel, com localização e atendimento privilegiados. Próximo a tudo,com metrô na porta. Custo muito bom em relação ao que oferecem. Ótima opção pra quem deseja curtir a cidade e dormir bem.  Room Tip: Escolher os quartos mais longe do elevador, pois evita ouvir as pessoas conversando enquanto aguarda...",hotel,1,56,61,cidade,1
3030,"Hotel luxuoso com ótima estrutura. Recepção e lobby vultuosos. Funcionários educados e prestativos. Quarto amplo, cama king ótima e banheiro bom e limpo! Chuveiro ótimo! Linda vista da cidade! Piscina e quadra de tênis no alto do prédio. Localização é o único ponto negativo, pois fica a 1,7 km da Times Square (à pé) e o metrô mais perto fica linge, + ou - 800 mts.",chuveiro,1,154,162,hotel,1
3031,"Muito bem recebido, hospitaleiros. Falam inglês e espanhol.  Quarto sem ar condicionado, mas não foi problema mesmo indo no meio de junho.  8 minutos do metrô. Rua com boa iluminação e nessa época do ano com várias pessoas na rua. Andamos eu e minha esposa vários dias após a meia noite  Recomendo a todos",iluminação,1,172,182,recebido,1
3032,"Estivemos em Paris em outubro de 2012 e nos hospedamos em um apartamento de 2 quartos, sala, 2 banheiros e cozinha do apart hotel. Estávamos em 4 adultos e uma criança e tudo correu perfeitamente. O quarto é moderno, confortável e limpo. Os funcionários sao prestativos e educados. Altamente recomendado.",funcionários,1,241,253,hospedagem,1
3033,"Hotel IN-CRI-VEL !  Perfumado, moderno, bonito, organizado e com uma vista espetacular. Era um prazer voltar todos os dias para o Vdara, já na recepção você sente um perfume maravilhoso de lugar bem cuidado. O quarto é excelente, com duas tvs, piso aquecido do banheiro e uma banheira deliciosa. O chuveiro é fraco mas a banheira compensa. O staff é atencioso, a localização dele é boa e não há nenhuma caracteristica que o desabone. SUPER indico. Experiência deliciosa =)",chuveiro,-1,298,306,IN-CRI-VEL,1
3034,"Quartos velhos, cheira mofo, sujidades nas paredes, trincas, tv muito antiga de tubo, poucos canais na tv, elevadores antigos. A entrada do hotel da impressão de ser um hotel de alta rotatividade. O café da manhã é honesto, nada de mais, mas é o unico ponto positivo do hotel.",hotel,0,140,145,Quartos velhos,-1
3035,"Um hotel perfeito pra quem quer curtir um romance, ficar perto de tudo e ainda ter uma vista perfeita da torre Eiffel.  A localização é OTIMA, o pessoal super atencioso e a vista a janela PERFEITA!  O unico problema é que o quarto é um pouco pequeno, mas por ser em Paris isso é perfeitamente normal.  Estadia MARAVILHOSA!",hotel,1,3,8,perfeito,1
3036,"Adoramos o hotel! Preço bom, café da manhã deliciosoooo, atendimento de primeiraaaa, quartos perfeitamente limpos, decoração impecavel, camas deliciosasss, localização fantastica com 2 estações de metro pertinho, monoprix na esquina, mercadinhos, restaurante italiano, padarias maravilhosas, AMEIIIIIII",café da manhã,1,29,42,hotel,1
3037,"O hotel é muito bem localizado, com duas estações de metrô (Bastille e Breguet- Sabin) por perto, além de lavanderia, supernercado, bares e restaurantes por perto. Os quartos são pequenos, mas confortáveis o suficiente para um casal sem filhos. A limpeza é ótima e tem wi-fi gratuito para os hóspedes (consegui usar o skype). Os funcionários são atenciosos e falam inglês. O café da manhã é farto e muito bom! Recomendo bastante o hotel!",hotel,1,2,7,localização,1
3038,"Excelente hotel, sem cassino e aquela confusao dos outros hoteis , mas perto de tudo, em frente ao shopping, com servico de transfer para o cesar e o wynn. Check inn e checkout rapidos, equipe atenciosa, fantastico.  Meu unico porem e o chuveiro do banheiro que nao e tao bom, para um banheiro maravilhoso como aquele com jacuzi e televisao o chuveiro poderia ser melhor.",cassino,0,21,28,hotel,1
3039,"O Hotel tem ótima localização, perto do centro histórico e principais atrações de Porto Alegre.Quarto com ar-condicionado que funcionava bem e cama confortável! Só o banheiro que deixa um pouco a desejar, mesmo assim tudo funcionava muito bem!! O café-da-manhã é bom! Pra quem pretende ficar o dia todo na rua e voltar pro Hotel somente pra dormir, está ótimo!!",localização,1,18,29,localização,1
3040,"Achei ótimo! Depois de andar o dia inteiro conhecendo a cidade, poder tomar um banho quentinho e descansar a noite numa cama confortável! O quarto é pequeno mas nada que atrapalhe! Atrás do armário da tv tem alguns cabides para guardar algumas roupas. Os pessoal da recepção sempre muito simpático. Me hospedaria novamente nesse hotel.",hotel,1,329,334,ótimo,1
3041,otimo atendimento de Didier que é muito atencioso e a localização muito tranquila apesar de ser perto tanto da place des vosges quanto de outras atrações do bairro como o mercado dos enfants rouge.  Didier mesmo prepara um excelente cafe da manhã servido em uma sala muito simpatica.  Os banheiros sao otimos e muito novos  Room Tip: os apartamentos nao sao muito grandes mas sao muito bons. tem elevado do primeiro andar em diante,localização,1,54,65,atendimento,1
3042,"Esse hotel vale pela sua localização. Oferece quarto padrão e internet grátis somente na recepção. Voltamos ao hotel as 15horas e nosso quarto ainda estava desarrumado. Ao questionar na recepção, fomos informados que o hotel por ser muito grande, tem um período maio de arrumação. Outra dica importante é de que não deve-se mexer no frigobar a não ser que vá consumir (há cobrança com a manipulação)",recepção,0,89,97,localização,1
3043,"Hotel Le Six em Paris uma grande surpresa, atendimento espetcular nos passando todas as dicas de restaurantes e bares, fazendo as reservas, nao poupando dedicacao. Os quartos sao de tamanho pequeno, padrao Paris mas com decoracao de primeira linha e banheiros de luxo, cafe da manha muito bom..... recomendo para qualquer um que queira passar uns bons dias em Paris. Pra terminar ..otima localizacao.",atendimento,1,43,54,grande surpresa,1
3044,O hotel é agradável e permite uma estadia com boa relação preço/conforto. Enfrentei um problema que para mim foi sério. O provedor de internet (Orange) demorou quase 24 hs para solucionar a falta de acesso a internet. No meu caso foi difícil pois tive que deslocar até um ponto onde pude trabalhar.    24 hs para solucionar um problema deste é muito,internet,-1,134,142,internet,-1
3045,"Recomendo fortemente!!!Hotel muito bem localizado no centro da Strip, com quartos perfeitos e sempre muito limpos. Tudo perfeito ja fiquei duas vezes la e ficaria sempre que necessario!! Hotel eh bem grande e tem varios elevadores, local otimo e agradavel para se passear com a familia e amigo!! Recomendo a boite TAO tambem, que é loucura demais.",quarto,1,74,80,Hotel,1
3046,"Hotel simples, com banheiros antigos. Tem quarto com duas camas de solteiro, que obviamente será para duas pessoas, mas falta toalha para um dos hospedes, pois só há uma toalha de banho. O café da manhã Até que é gostoso, bem variado.Mas nos quartos da frente não se consegue dormir bem, pois o trânsito de carros, começa cedo, faz muito barulho e as janelas sem isolamento acústico, parece até estar aberta, pelo tanto de som que se ouve.",toalha,-1,126,132,Hotel,-1
3047,"Fiquei hospedado pela segunda vez neste hotel e me assustei com a falta de manutenção nas instalações do Hotel.  O ar condicionado no meu quarto (303) e no quarto de um colega (402) não funcionavam. Havia vazamento de água por baixo do local de banho, toda vez que tomava banho ficava uma poça de água enorme no banheiro.  Por favor, cuidar melhor da manutenção dos equipamentos disponíveis para os clientes do hotel.",hotel,-1,40,45,manutenção,-1
3048,"O hotel têm alguns quartos novos e outros bem antigos. A cama é boa, café da manha bem servido. Na hora do almoço o serviço deixa a desejar, o restaurante demora muito para servir pratos prontos e sem muita opção mais natural.O atendimento da recepção é muito boa",hotel,0,2,7,quartos,-1
