,comentario,aspecto_llm,polaridade_llm
28682,"O Hotel tem ótima localização, perto do centro histórico e principais atrações de Porto Alegre.Quarto com ar-condicionado que funcionava bem e cama confortável! Só o banheiro que deixa um pouco a desejar, mesmo assim tudo funcionava muito bem!! O café-da-manhã é bom! Pra quem pretende ficar o dia todo na rua e voltar pro Hotel somente pra dormir, está ótimo!!",ar-condicionado,1
28683,"O Hotel tem ótima localização, perto do centro histórico e principais atrações de Porto Alegre.Quarto com ar-condicionado que funcionava bem e cama confortável! Só o banheiro que deixa um pouco a desejar, mesmo assim tudo funcionava muito bem!! O café-da-manhã é bom! Pra quem pretende ficar o dia todo na rua e voltar pro Hotel somente pra dormir, está ótimo!!",cama,1
28684,"O Hotel tem ótima localização, perto do centro histórico e principais atrações de Porto Alegre.Quarto com ar-condicionado que funcionava bem e cama confortável! Só o banheiro que deixa um pouco a desejar, mesmo assim tudo funcionava muito bem!! O café-da-manhã é bom! Pra quem pretende ficar o dia todo na rua e voltar pro Hotel somente pra dormir, está ótimo!!",banheiro,-1
28685,"O Hotel tem ótima localização, perto do centro histórico e principais atrações de Porto Alegre.Quarto com ar-condicionado que funcionava bem e cama confortável! Só o banheiro que deixa um pouco a desejar, mesmo assim tudo funcionava muito bem!! O café-da-manhã é bom! Pra quem pretende ficar o dia todo na rua e voltar pro Hotel somente pra dormir, está ótimo!!",café-da-manhã,1
28686,"Achei ótimo! Depois de andar o dia inteiro conhecendo a cidade, poder tomar um banho quentinho e descansar a noite numa cama confortável! O quarto é pequeno mas nada que atrapalhe! Atrás do armário da tv tem alguns cabides para guardar algumas roupas. Os pessoal da recepção sempre muito simpático. Me hospedaria novamente nesse hotel.",ótimo,1
28687,"Achei ótimo! Depois de andar o dia inteiro conhecendo a cidade, poder tomar um banho quentinho e descansar a noite numa cama confortável! O quarto é pequeno mas nada que atrapalhe! Atrás do armário da tv tem alguns cabides para guardar algumas roupas. Os pessoal da recepção sempre muito simpático. Me hospedaria novamente nesse hotel.",banho quentinho,1
28688,"Achei ótimo! Depois de andar o dia inteiro conhecendo a cidade, poder tomar um banho quentinho e descansar a noite numa cama confortável! O quarto é pequeno mas nada que atrapalhe! Atrás do armário da tv tem alguns cabides para guardar algumas roupas. Os pessoal da recepção sempre muito simpático. Me hospedaria novamente nesse hotel.",cama confortável,1
28689,"Achei ótimo! Depois de andar o dia inteiro conhecendo a cidade, poder tomar um banho quentinho e descansar a noite numa cama confortável! O quarto é pequeno mas nada que atrapalhe! Atrás do armário da tv tem alguns cabides para guardar algumas roupas. Os pessoal da recepção sempre muito simpático. Me hospedaria novamente nesse hotel.",pequeno,-1
28690,"Achei ótimo! Depois de andar o dia inteiro conhecendo a cidade, poder tomar um banho quentinho e descansar a noite numa cama confortável! O quarto é pequeno mas nada que atrapalhe! Atrás do armário da tv tem alguns cabides para guardar algumas roupas. Os pessoal da recepção sempre muito simpático. Me hospedaria novamente nesse hotel.",simpático,1
28691,"Achei ótimo! Depois de andar o dia inteiro conhecendo a cidade, poder tomar um banho quentinho e descansar a noite numa cama confortável! O quarto é pequeno mas nada que atrapalhe! Atrás do armário da tv tem alguns cabides para guardar algumas roupas. Os pessoal da recepção sempre muito simpático. Me hospedaria novamente nesse hotel.",hospedaria novamente,1
28692,otimo atendimento de Didier que é muito atencioso e a localização muito tranquila apesar de ser perto tanto da place des vosges quanto de outras atrações do bairro como o mercado dos enfants rouge.  Didier mesmo prepara um excelente cafe da manhã servido em uma sala muito simpatica.  Os banheiros sao otimos e muito novos  Room Tip: os apartamentos nao sao muito grandes mas sao muito bons. tem elevado do primeiro andar em diante,atendimento,1
28693,otimo atendimento de Didier que é muito atencioso e a localização muito tranquila apesar de ser perto tanto da place des vosges quanto de outras atrações do bairro como o mercado dos enfants rouge.  Didier mesmo prepara um excelente cafe da manhã servido em uma sala muito simpatica.  Os banheiros sao otimos e muito novos  Room Tip: os apartamentos nao sao muito grandes mas sao muito bons. tem elevado do primeiro andar em diante,atencioso,1
28694,otimo atendimento de Didier que é muito atencioso e a localização muito tranquila apesar de ser perto tanto da place des vosges quanto de outras atrações do bairro como o mercado dos enfants rouge.  Didier mesmo prepara um excelente cafe da manhã servido em uma sala muito simpatica.  Os banheiros sao otimos e muito novos  Room Tip: os apartamentos nao sao muito grandes mas sao muito bons. tem elevado do primeiro andar em diante,localização,1
28695,otimo atendimento de Didier que é muito atencioso e a localização muito tranquila apesar de ser perto tanto da place des vosges quanto de outras atrações do bairro como o mercado dos enfants rouge.  Didier mesmo prepara um excelente cafe da manhã servido em uma sala muito simpatica.  Os banheiros sao otimos e muito novos  Room Tip: os apartamentos nao sao muito grandes mas sao muito bons. tem elevado do primeiro andar em diante,tranquila,1
28696,otimo atendimento de Didier que é muito atencioso e a localização muito tranquila apesar de ser perto tanto da place des vosges quanto de outras atrações do bairro como o mercado dos enfants rouge.  Didier mesmo prepara um excelente cafe da manhã servido em uma sala muito simpatica.  Os banheiros sao otimos e muito novos  Room Tip: os apartamentos nao sao muito grandes mas sao muito bons. tem elevado do primeiro andar em diante,cafe da manhã,1
28697,otimo atendimento de Didier que é muito atencioso e a localização muito tranquila apesar de ser perto tanto da place des vosges quanto de outras atrações do bairro como o mercado dos enfants rouge.  Didier mesmo prepara um excelente cafe da manhã servido em uma sala muito simpatica.  Os banheiros sao otimos e muito novos  Room Tip: os apartamentos nao sao muito grandes mas sao muito bons. tem elevado do primeiro andar em diante,sala,1
28698,otimo atendimento de Didier que é muito atencioso e a localização muito tranquila apesar de ser perto tanto da place des vosges quanto de outras atrações do bairro como o mercado dos enfants rouge.  Didier mesmo prepara um excelente cafe da manhã servido em uma sala muito simpatica.  Os banheiros sao otimos e muito novos  Room Tip: os apartamentos nao sao muito grandes mas sao muito bons. tem elevado do primeiro andar em diante,simpatica,1
28699,otimo atendimento de Didier que é muito atencioso e a localização muito tranquila apesar de ser perto tanto da place des vosges quanto de outras atrações do bairro como o mercado dos enfants rouge.  Didier mesmo prepara um excelente cafe da manhã servido em uma sala muito simpatica.  Os banheiros sao otimos e muito novos  Room Tip: os apartamentos nao sao muito grandes mas sao muito bons. tem elevado do primeiro andar em diante,banheiros,1
28700,otimo atendimento de Didier que é muito atencioso e a localização muito tranquila apesar de ser perto tanto da place des vosges quanto de outras atrações do bairro como o mercado dos enfants rouge.  Didier mesmo prepara um excelente cafe da manhã servido em uma sala muito simpatica.  Os banheiros sao otimos e muito novos  Room Tip: os apartamentos nao sao muito grandes mas sao muito bons. tem elevado do primeiro andar em diante,otimos,1
28701,otimo atendimento de Didier que é muito atencioso e a localização muito tranquila apesar de ser perto tanto da place des vosges quanto de outras atrações do bairro como o mercado dos enfants rouge.  Didier mesmo prepara um excelente cafe da manhã servido em uma sala muito simpatica.  Os banheiros sao otimos e muito novos  Room Tip: os apartamentos nao sao muito grandes mas sao muito bons. tem elevado do primeiro andar em diante,novos,1
28702,otimo atendimento de Didier que é muito atencioso e a localização muito tranquila apesar de ser perto tanto da place des vosges quanto de outras atrações do bairro como o mercado dos enfants rouge.  Didier mesmo prepara um excelente cafe da manhã servido em uma sala muito simpatica.  Os banheiros sao otimos e muito novos  Room Tip: os apartamentos nao sao muito grandes mas sao muito bons. tem elevado do primeiro andar em diante,apartamentos,-1
28703,otimo atendimento de Didier que é muito atencioso e a localização muito tranquila apesar de ser perto tanto da place des vosges quanto de outras atrações do bairro como o mercado dos enfants rouge.  Didier mesmo prepara um excelente cafe da manhã servido em uma sala muito simpatica.  Os banheiros sao otimos e muito novos  Room Tip: os apartamentos nao sao muito grandes mas sao muito bons. tem elevado do primeiro andar em diante,grandes,-1
28704,otimo atendimento de Didier que é muito atencioso e a localização muito tranquila apesar de ser perto tanto da place des vosges quanto de outras atrações do bairro como o mercado dos enfants rouge.  Didier mesmo prepara um excelente cafe da manhã servido em uma sala muito simpatica.  Os banheiros sao otimos e muito novos  Room Tip: os apartamentos nao sao muito grandes mas sao muito bons. tem elevado do primeiro andar em diante,bons,1
28705,otimo atendimento de Didier que é muito atencioso e a localização muito tranquila apesar de ser perto tanto da place des vosges quanto de outras atrações do bairro como o mercado dos enfants rouge.  Didier mesmo prepara um excelente cafe da manhã servido em uma sala muito simpatica.  Os banheiros sao otimos e muito novos  Room Tip: os apartamentos nao sao muito grandes mas sao muito bons. tem elevado do primeiro andar em diante,elevado,-1
28706,"Esse hotel vale pela sua localização. Oferece quarto padrão e internet grátis somente na recepção. Voltamos ao hotel as 15horas e nosso quarto ainda estava desarrumado. Ao questionar na recepção, fomos informados que o hotel por ser muito grande, tem um período maio de arrumação. Outra dica importante é de que não deve-se mexer no frigobar a não ser que vá consumir (há cobrança com a manipulação)",localização,1
28707,"Esse hotel vale pela sua localização. Oferece quarto padrão e internet grátis somente na recepção. Voltamos ao hotel as 15horas e nosso quarto ainda estava desarrumado. Ao questionar na recepção, fomos informados que o hotel por ser muito grande, tem um período maio de arrumação. Outra dica importante é de que não deve-se mexer no frigobar a não ser que vá consumir (há cobrança com a manipulação)",padrão,-1
28708,"Esse hotel vale pela sua localização. Oferece quarto padrão e internet grátis somente na recepção. Voltamos ao hotel as 15horas e nosso quarto ainda estava desarrumado. Ao questionar na recepção, fomos informados que o hotel por ser muito grande, tem um período maio de arrumação. Outra dica importante é de que não deve-se mexer no frigobar a não ser que vá consumir (há cobrança com a manipulação)",internet grátis na recepção,1
28709,"Esse hotel vale pela sua localização. Oferece quarto padrão e internet grátis somente na recepção. Voltamos ao hotel as 15horas e nosso quarto ainda estava desarrumado. Ao questionar na recepção, fomos informados que o hotel por ser muito grande, tem um período maio de arrumação. Outra dica importante é de que não deve-se mexer no frigobar a não ser que vá consumir (há cobrança com a manipulação)",quarto desarrumado,-1
28710,"Esse hotel vale pela sua localização. Oferece quarto padrão e internet grátis somente na recepção. Voltamos ao hotel as 15horas e nosso quarto ainda estava desarrumado. Ao questionar na recepção, fomos informados que o hotel por ser muito grande, tem um período maio de arrumação. Outra dica importante é de que não deve-se mexer no frigobar a não ser que vá consumir (há cobrança com a manipulação)",horas de arrumação,-1
28711,"Esse hotel vale pela sua localização. Oferece quarto padrão e internet grátis somente na recepção. Voltamos ao hotel as 15horas e nosso quarto ainda estava desarrumado. Ao questionar na recepção, fomos informados que o hotel por ser muito grande, tem um período maio de arrumação. Outra dica importante é de que não deve-se mexer no frigobar a não ser que vá consumir (há cobrança com a manipulação)",cobrança frigobar,-1
28712,"Hotel Le Six em Paris uma grande surpresa, atendimento espetcular nos passando todas as dicas de restaurantes e bares, fazendo as reservas, nao poupando dedicacao. Os quartos sao de tamanho pequeno, padrao Paris mas com decoracao de primeira linha e banheiros de luxo, cafe da manha muito bom..... recomendo para qualquer um que queira passar uns bons dias em Paris. Pra terminar ..otima localizacao.",grande surpresa,1
28713,"Hotel Le Six em Paris uma grande surpresa, atendimento espetcular nos passando todas as dicas de restaurantes e bares, fazendo as reservas, nao poupando dedicacao. Os quartos sao de tamanho pequeno, padrao Paris mas com decoracao de primeira linha e banheiros de luxo, cafe da manha muito bom..... recomendo para qualquer um que queira passar uns bons dias em Paris. Pra terminar ..otima localizacao.",atendimento espetacular,1
28714,"Hotel Le Six em Paris uma grande surpresa, atendimento espetcular nos passando todas as dicas de restaurantes e bares, fazendo as reservas, nao poupando dedicacao. Os quartos sao de tamanho pequeno, padrao Paris mas com decoracao de primeira linha e banheiros de luxo, cafe da manha muito bom..... recomendo para qualquer um que queira passar uns bons dias em Paris. Pra terminar ..otima localizacao.",dicas de restaurantes e bares,1
28715,"Hotel Le Six em Paris uma grande surpresa, atendimento espetcular nos passando todas as dicas de restaurantes e bares, fazendo as reservas, nao poupando dedicacao. Os quartos sao de tamanho pequeno, padrao Paris mas com decoracao de primeira linha e banheiros de luxo, cafe da manha muito bom..... recomendo para qualquer um que queira passar uns bons dias em Paris. Pra terminar ..otima localizacao.",fazendo as reservas,1
28716,"Hotel Le Six em Paris uma grande surpresa, atendimento espetcular nos passando todas as dicas de restaurantes e bares, fazendo as reservas, nao poupando dedicacao. Os quartos sao de tamanho pequeno, padrao Paris mas com decoracao de primeira linha e banheiros de luxo, cafe da manha muito bom..... recomendo para qualquer um que queira passar uns bons dias em Paris. Pra terminar ..otima localizacao.",dedicação,1
28717,"Hotel Le Six em Paris uma grande surpresa, atendimento espetcular nos passando todas as dicas de restaurantes e bares, fazendo as reservas, nao poupando dedicacao. Os quartos sao de tamanho pequeno, padrao Paris mas com decoracao de primeira linha e banheiros de luxo, cafe da manha muito bom..... recomendo para qualquer um que queira passar uns bons dias em Paris. Pra terminar ..otima localizacao.",tamanho pequeno,-1
28718,"Hotel Le Six em Paris uma grande surpresa, atendimento espetcular nos passando todas as dicas de restaurantes e bares, fazendo as reservas, nao poupando dedicacao. Os quartos sao de tamanho pequeno, padrao Paris mas com decoracao de primeira linha e banheiros de luxo, cafe da manha muito bom..... recomendo para qualquer um que queira passar uns bons dias em Paris. Pra terminar ..otima localizacao.",padrão Paris,-1
28719,"Hotel Le Six em Paris uma grande surpresa, atendimento espetcular nos passando todas as dicas de restaurantes e bares, fazendo as reservas, nao poupando dedicacao. Os quartos sao de tamanho pequeno, padrao Paris mas com decoracao de primeira linha e banheiros de luxo, cafe da manha muito bom..... recomendo para qualquer um que queira passar uns bons dias em Paris. Pra terminar ..otima localizacao.",decoração de primeira linha,1
28720,"Hotel Le Six em Paris uma grande surpresa, atendimento espetcular nos passando todas as dicas de restaurantes e bares, fazendo as reservas, nao poupando dedicacao. Os quartos sao de tamanho pequeno, padrao Paris mas com decoracao de primeira linha e banheiros de luxo, cafe da manha muito bom..... recomendo para qualquer um que queira passar uns bons dias em Paris. Pra terminar ..otima localizacao.",banheiros de luxo,1
28721,"Hotel Le Six em Paris uma grande surpresa, atendimento espetcular nos passando todas as dicas de restaurantes e bares, fazendo as reservas, nao poupando dedicacao. Os quartos sao de tamanho pequeno, padrao Paris mas com decoracao de primeira linha e banheiros de luxo, cafe da manha muito bom..... recomendo para qualquer um que queira passar uns bons dias em Paris. Pra terminar ..otima localizacao.",café da manhã muito bom,1
28722,"Hotel Le Six em Paris uma grande surpresa, atendimento espetcular nos passando todas as dicas de restaurantes e bares, fazendo as reservas, nao poupando dedicacao. Os quartos sao de tamanho pequeno, padrao Paris mas com decoracao de primeira linha e banheiros de luxo, cafe da manha muito bom..... recomendo para qualquer um que queira passar uns bons dias em Paris. Pra terminar ..otima localizacao.",recomendo,1
28723,"Hotel Le Six em Paris uma grande surpresa, atendimento espetcular nos passando todas as dicas de restaurantes e bares, fazendo as reservas, nao poupando dedicacao. Os quartos sao de tamanho pequeno, padrao Paris mas com decoracao de primeira linha e banheiros de luxo, cafe da manha muito bom..... recomendo para qualquer um que queira passar uns bons dias em Paris. Pra terminar ..otima localizacao.",bons dias em Paris,1
28724,"Hotel Le Six em Paris uma grande surpresa, atendimento espetcular nos passando todas as dicas de restaurantes e bares, fazendo as reservas, nao poupando dedicacao. Os quartos sao de tamanho pequeno, padrao Paris mas com decoracao de primeira linha e banheiros de luxo, cafe da manha muito bom..... recomendo para qualquer um que queira passar uns bons dias em Paris. Pra terminar ..otima localizacao.",ótima localização,1
28725,O hotel é agradável e permite uma estadia com boa relação preço/conforto. Enfrentei um problema que para mim foi sério. O provedor de internet (Orange) demorou quase 24 hs para solucionar a falta de acesso a internet. No meu caso foi difícil pois tive que deslocar até um ponto onde pude trabalhar.    24 hs para solucionar um problema deste é muito,internet,-1
28726,"Recomendo fortemente!!!Hotel muito bem localizado no centro da Strip, com quartos perfeitos e sempre muito limpos. Tudo perfeito ja fiquei duas vezes la e ficaria sempre que necessario!! Hotel eh bem grande e tem varios elevadores, local otimo e agradavel para se passear com a familia e amigo!! Recomendo a boite TAO tambem, que é loucura demais.",Hotel,1
28727,"Recomendo fortemente!!!Hotel muito bem localizado no centro da Strip, com quartos perfeitos e sempre muito limpos. Tudo perfeito ja fiquei duas vezes la e ficaria sempre que necessario!! Hotel eh bem grande e tem varios elevadores, local otimo e agradavel para se passear com a familia e amigo!! Recomendo a boite TAO tambem, que é loucura demais.",localização,1
28728,"Recomendo fortemente!!!Hotel muito bem localizado no centro da Strip, com quartos perfeitos e sempre muito limpos. Tudo perfeito ja fiquei duas vezes la e ficaria sempre que necessario!! Hotel eh bem grande e tem varios elevadores, local otimo e agradavel para se passear com a familia e amigo!! Recomendo a boite TAO tambem, que é loucura demais.",quartos,1
28729,"Recomendo fortemente!!!Hotel muito bem localizado no centro da Strip, com quartos perfeitos e sempre muito limpos. Tudo perfeito ja fiquei duas vezes la e ficaria sempre que necessario!! Hotel eh bem grande e tem varios elevadores, local otimo e agradavel para se passear com a familia e amigo!! Recomendo a boite TAO tambem, que é loucura demais.",limpeza,1
28730,"Recomendo fortemente!!!Hotel muito bem localizado no centro da Strip, com quartos perfeitos e sempre muito limpos. Tudo perfeito ja fiquei duas vezes la e ficaria sempre que necessario!! Hotel eh bem grande e tem varios elevadores, local otimo e agradavel para se passear com a familia e amigo!! Recomendo a boite TAO tambem, que é loucura demais.",tamanho,1
28731,"Recomendo fortemente!!!Hotel muito bem localizado no centro da Strip, com quartos perfeitos e sempre muito limpos. Tudo perfeito ja fiquei duas vezes la e ficaria sempre que necessario!! Hotel eh bem grande e tem varios elevadores, local otimo e agradavel para se passear com a familia e amigo!! Recomendo a boite TAO tambem, que é loucura demais.",centerstrip,1
28732,"Recomendo fortemente!!!Hotel muito bem localizado no centro da Strip, com quartos perfeitos e sempre muito limpos. Tudo perfeito ja fiquei duas vezes la e ficaria sempre que necessario!! Hotel eh bem grande e tem varios elevadores, local otimo e agradavel para se passear com a familia e amigo!! Recomendo a boite TAO tambem, que é loucura demais.",família,1
28733,"Recomendo fortemente!!!Hotel muito bem localizado no centro da Strip, com quartos perfeitos e sempre muito limpos. Tudo perfeito ja fiquei duas vezes la e ficaria sempre que necessario!! Hotel eh bem grande e tem varios elevadores, local otimo e agradavel para se passear com a familia e amigo!! Recomendo a boite TAO tambem, que é loucura demais.",amigos,1
28734,"Recomendo fortemente!!!Hotel muito bem localizado no centro da Strip, com quartos perfeitos e sempre muito limpos. Tudo perfeito ja fiquei duas vezes la e ficaria sempre que necessario!! Hotel eh bem grande e tem varios elevadores, local otimo e agradavel para se passear com a familia e amigo!! Recomendo a boite TAO tambem, que é loucura demais.",boate TAO,1
28735,"Hotel simples, com banheiros antigos. Tem quarto com duas camas de solteiro, que obviamente será para duas pessoas, mas falta toalha para um dos hospedes, pois só há uma toalha de banho. O café da manhã Até que é gostoso, bem variado.Mas nos quartos da frente não se consegue dormir bem, pois o trânsito de carros, começa cedo, faz muito barulho e as janelas sem isolamento acústico, parece até estar aberta, pelo tanto de som que se ouve.",Hotel,-1
28736,"Hotel simples, com banheiros antigos. Tem quarto com duas camas de solteiro, que obviamente será para duas pessoas, mas falta toalha para um dos hospedes, pois só há uma toalha de banho. O café da manhã Até que é gostoso, bem variado.Mas nos quartos da frente não se consegue dormir bem, pois o trânsito de carros, começa cedo, faz muito barulho e as janelas sem isolamento acústico, parece até estar aberta, pelo tanto de som que se ouve.",banheiros,-1
28737,"Hotel simples, com banheiros antigos. Tem quarto com duas camas de solteiro, que obviamente será para duas pessoas, mas falta toalha para um dos hospedes, pois só há uma toalha de banho. O café da manhã Até que é gostoso, bem variado.Mas nos quartos da frente não se consegue dormir bem, pois o trânsito de carros, começa cedo, faz muito barulho e as janelas sem isolamento acústico, parece até estar aberta, pelo tanto de som que se ouve.",toalha,-1
28738,"Hotel simples, com banheiros antigos. Tem quarto com duas camas de solteiro, que obviamente será para duas pessoas, mas falta toalha para um dos hospedes, pois só há uma toalha de banho. O café da manhã Até que é gostoso, bem variado.Mas nos quartos da frente não se consegue dormir bem, pois o trânsito de carros, começa cedo, faz muito barulho e as janelas sem isolamento acústico, parece até estar aberta, pelo tanto de som que se ouve.",café da manhã,1
28739,"Hotel simples, com banheiros antigos. Tem quarto com duas camas de solteiro, que obviamente será para duas pessoas, mas falta toalha para um dos hospedes, pois só há uma toalha de banho. O café da manhã Até que é gostoso, bem variado.Mas nos quartos da frente não se consegue dormir bem, pois o trânsito de carros, começa cedo, faz muito barulho e as janelas sem isolamento acústico, parece até estar aberta, pelo tanto de som que se ouve.",trânsito de carros,-1
28740,"Fiquei hospedado pela segunda vez neste hotel e me assustei com a falta de manutenção nas instalações do Hotel.  O ar condicionado no meu quarto (303) e no quarto de um colega (402) não funcionavam. Havia vazamento de água por baixo do local de banho, toda vez que tomava banho ficava uma poça de água enorme no banheiro.  Por favor, cuidar melhor da manutenção dos equipamentos disponíveis para os clientes do hotel.",manutenção,-1
28741,"Fiquei hospedado pela segunda vez neste hotel e me assustei com a falta de manutenção nas instalações do Hotel.  O ar condicionado no meu quarto (303) e no quarto de um colega (402) não funcionavam. Havia vazamento de água por baixo do local de banho, toda vez que tomava banho ficava uma poça de água enorme no banheiro.  Por favor, cuidar melhor da manutenção dos equipamentos disponíveis para os clientes do hotel.",ar condicionado,-1
28742,"Fiquei hospedado pela segunda vez neste hotel e me assustei com a falta de manutenção nas instalações do Hotel.  O ar condicionado no meu quarto (303) e no quarto de um colega (402) não funcionavam. Havia vazamento de água por baixo do local de banho, toda vez que tomava banho ficava uma poça de água enorme no banheiro.  Por favor, cuidar melhor da manutenção dos equipamentos disponíveis para os clientes do hotel.",vazamento de água,-1
28743,"O hotel têm alguns quartos novos e outros bem antigos. A cama é boa, café da manha bem servido. Na hora do almoço o serviço deixa a desejar, o restaurante demora muito para servir pratos prontos e sem muita opção mais natural.O atendimento da recepção é muito boa",quartos,-1
28744,"O hotel têm alguns quartos novos e outros bem antigos. A cama é boa, café da manha bem servido. Na hora do almoço o serviço deixa a desejar, o restaurante demora muito para servir pratos prontos e sem muita opção mais natural.O atendimento da recepção é muito boa",cama,1
28745,"O hotel têm alguns quartos novos e outros bem antigos. A cama é boa, café da manha bem servido. Na hora do almoço o serviço deixa a desejar, o restaurante demora muito para servir pratos prontos e sem muita opção mais natural.O atendimento da recepção é muito boa",café da manha,1
28746,"O hotel têm alguns quartos novos e outros bem antigos. A cama é boa, café da manha bem servido. Na hora do almoço o serviço deixa a desejar, o restaurante demora muito para servir pratos prontos e sem muita opção mais natural.O atendimento da recepção é muito boa",serviço de almoço,-1
28747,"O hotel têm alguns quartos novos e outros bem antigos. A cama é boa, café da manha bem servido. Na hora do almoço o serviço deixa a desejar, o restaurante demora muito para servir pratos prontos e sem muita opção mais natural.O atendimento da recepção é muito boa",atendimento da recepção,1
28748,"Boa prestação de serviço e segurança. Quartos pequenos, mas aconchegantes.  Possui boa localização, entretanto, não tão boa quanto a do Paramount. Conta com uma estação de metrô na rua.  Bela arquitetura, moderníssima, incluindo todo o prédio: lobby; quartos; restaurante e terraço (com uma bela vista que só os maiores de 21 podem apreciar).  Room Tip: Não se esqueça de deixar a gorjeta diária, senão as camareiras agem de má vontade.",serviço,1
28749,"Boa prestação de serviço e segurança. Quartos pequenos, mas aconchegantes.  Possui boa localização, entretanto, não tão boa quanto a do Paramount. Conta com uma estação de metrô na rua.  Bela arquitetura, moderníssima, incluindo todo o prédio: lobby; quartos; restaurante e terraço (com uma bela vista que só os maiores de 21 podem apreciar).  Room Tip: Não se esqueça de deixar a gorjeta diária, senão as camareiras agem de má vontade.",segurança,1
28750,"Boa prestação de serviço e segurança. Quartos pequenos, mas aconchegantes.  Possui boa localização, entretanto, não tão boa quanto a do Paramount. Conta com uma estação de metrô na rua.  Bela arquitetura, moderníssima, incluindo todo o prédio: lobby; quartos; restaurante e terraço (com uma bela vista que só os maiores de 21 podem apreciar).  Room Tip: Não se esqueça de deixar a gorjeta diária, senão as camareiras agem de má vontade.",quartos pequenos,-1
28751,"Boa prestação de serviço e segurança. Quartos pequenos, mas aconchegantes.  Possui boa localização, entretanto, não tão boa quanto a do Paramount. Conta com uma estação de metrô na rua.  Bela arquitetura, moderníssima, incluindo todo o prédio: lobby; quartos; restaurante e terraço (com uma bela vista que só os maiores de 21 podem apreciar).  Room Tip: Não se esqueça de deixar a gorjeta diária, senão as camareiras agem de má vontade.",aconchegantes,1
28752,"Boa prestação de serviço e segurança. Quartos pequenos, mas aconchegantes.  Possui boa localização, entretanto, não tão boa quanto a do Paramount. Conta com uma estação de metrô na rua.  Bela arquitetura, moderníssima, incluindo todo o prédio: lobby; quartos; restaurante e terraço (com uma bela vista que só os maiores de 21 podem apreciar).  Room Tip: Não se esqueça de deixar a gorjeta diária, senão as camareiras agem de má vontade.",localização,-1
28753,"Boa prestação de serviço e segurança. Quartos pequenos, mas aconchegantes.  Possui boa localização, entretanto, não tão boa quanto a do Paramount. Conta com uma estação de metrô na rua.  Bela arquitetura, moderníssima, incluindo todo o prédio: lobby; quartos; restaurante e terraço (com uma bela vista que só os maiores de 21 podem apreciar).  Room Tip: Não se esqueça de deixar a gorjeta diária, senão as camareiras agem de má vontade.",localização do Paramount,-1
28754,"Boa prestação de serviço e segurança. Quartos pequenos, mas aconchegantes.  Possui boa localização, entretanto, não tão boa quanto a do Paramount. Conta com uma estação de metrô na rua.  Bela arquitetura, moderníssima, incluindo todo o prédio: lobby; quartos; restaurante e terraço (com uma bela vista que só os maiores de 21 podem apreciar).  Room Tip: Não se esqueça de deixar a gorjeta diária, senão as camareiras agem de má vontade.",estação de metrô,1
28755,"Boa prestação de serviço e segurança. Quartos pequenos, mas aconchegantes.  Possui boa localização, entretanto, não tão boa quanto a do Paramount. Conta com uma estação de metrô na rua.  Bela arquitetura, moderníssima, incluindo todo o prédio: lobby; quartos; restaurante e terraço (com uma bela vista que só os maiores de 21 podem apreciar).  Room Tip: Não se esqueça de deixar a gorjeta diária, senão as camareiras agem de má vontade.",arquitetura,1
28756,"Boa prestação de serviço e segurança. Quartos pequenos, mas aconchegantes.  Possui boa localização, entretanto, não tão boa quanto a do Paramount. Conta com uma estação de metrô na rua.  Bela arquitetura, moderníssima, incluindo todo o prédio: lobby; quartos; restaurante e terraço (com uma bela vista que só os maiores de 21 podem apreciar).  Room Tip: Não se esqueça de deixar a gorjeta diária, senão as camareiras agem de má vontade.",bela vista,1
28757,"Boa prestação de serviço e segurança. Quartos pequenos, mas aconchegantes.  Possui boa localização, entretanto, não tão boa quanto a do Paramount. Conta com uma estação de metrô na rua.  Bela arquitetura, moderníssima, incluindo todo o prédio: lobby; quartos; restaurante e terraço (com uma bela vista que só os maiores de 21 podem apreciar).  Room Tip: Não se esqueça de deixar a gorjeta diária, senão as camareiras agem de má vontade.",gorjeta diária,-1
28758,"Fiquei 2 vezes nesse hotel, e em março de 2013 pretendo retornar ao Luxor. Quartos grandes e banheiros enormes. Uma ótima estrutura e um preço muito bom se comparar com outros hoteis de Las Vegas. Perto do aeroporto, e é possivel caminhar ao longo da avenida e ir conhecendo os outros cassinos. Pontos de onibus na porta e é possivel se locomover atés os outlets e a parte norte da cidade de las Vegas. Recomento pelo preço e pela boa estrutura.",hotel,1
28759,"Fiquei 2 vezes nesse hotel, e em março de 2013 pretendo retornar ao Luxor. Quartos grandes e banheiros enormes. Uma ótima estrutura e um preço muito bom se comparar com outros hoteis de Las Vegas. Perto do aeroporto, e é possivel caminhar ao longo da avenida e ir conhecendo os outros cassinos. Pontos de onibus na porta e é possivel se locomover atés os outlets e a parte norte da cidade de las Vegas. Recomento pelo preço e pela boa estrutura.",quartos,1
28760,"Fiquei 2 vezes nesse hotel, e em março de 2013 pretendo retornar ao Luxor. Quartos grandes e banheiros enormes. Uma ótima estrutura e um preço muito bom se comparar com outros hoteis de Las Vegas. Perto do aeroporto, e é possivel caminhar ao longo da avenida e ir conhecendo os outros cassinos. Pontos de onibus na porta e é possivel se locomover atés os outlets e a parte norte da cidade de las Vegas. Recomento pelo preço e pela boa estrutura.",banheiros,1
